x,y,,Hex,Terrain,Settlement,Date,Author,Description,More Info URL,Themes
13,08,,1308,,,1365822767,Josie Lindsey,"An outpost of the Army of the Summer Pharaoh (see Hex [[1304]]) - travelers may be searched, escorted North, fined for illicit goods, or helped. Underground is a dead portal that once led to The Kraal; it trapped the wicked White Elves in Hex [[1307]] here.",,
13,09,,1309,,,1365823220,Ben Djarum,A stone slab can be discerned beneath the sand. The slab leads down into a subterranean tomb where Sons of Kyuss await.,,
13,10,,1310,,,1365823318,Josie Lindsey,"The 32nd Monolith of the Toad Gods. Graffiti pleads for readers to return the Monolith to it's home (in The Kraal) by sacrificing an An-An from the small illiterate tribe that live around the monument itself, an Insect Monk in Hex [[1110]], a Son of Kyuss in Hex [[1309]], the Prophet in Hex [[1210]], the Mummy in Hex [[1109]], and then return here and have one request fulfilled by the Toad Gods.",,
13,11,,1311,,,1365823941,Chris Tamm,A desert goblin riding trained giant scorpion sells trinkets and water and maps to passers by,,
13,12,,1312,,,1365824975,Josie Lindsey,"Crow-men are disguised as Priests of Aru Kep Bohet, lord of dryness and desiccation on a trek to the temple in Hex [[0904]]. They are actually a bandit collective dividing recent hauls from [[NALUT]] in Hex [[1213]] and a heist gone wrong from further East that left them with a Flying Carpet.",,
13,13,,1313,,,1365826174,Josie Lindsey,A caravan of supplies bound for Saqfa Zojaj's Glass Foundry in Hex [[1111]]. Desert creatures hide from the sun in a series of old abandoned shacks.,,
13,14,,1314,,,1365826616,Ben Djarum,Four Hobgoblins ride on war elephants. They carry long bows and are hunting Pangolin Men.,,
13,15,,1315,,,1365828503,Josie Lindsey,"Vultures feed off the corpses of a looted caravan while lizards and scorpions wait their turn. One of the corpses clutches an iron rod, a control devices for the time travel chamber in some hex to the Southeast.",,
13,16,,1316,,,1365829213,Josie Lindsey,"Owls with the faces of men and women perch in the scraggly trees near the river. Velociraptors have a feeding area in the eastern 2 miles, and Sahaguapede tribes occupy the southern 2 miles.",,
13,17,,1317,,,1365829259,Casey Garske,"A ferry crosses the river here, the ferryman pulling the boat across by a thick rope anchored to either shore. But the real ferryman was killed yesterday, this is a Snake-man in disguise and his lizardman cohorts hide under the water.",,
13,18,,1318,,,1365829739,Brian Green,A group nomadic sand giants calling themselves the Tribe of El Bardin has set up camp here. They are engaged in skirmishes with the sand goblins of this desert.,,
13,19,,1319,,BUTTER TOP,1365830861,Ben Hannigan,"[[BUTTER TOP]] Halfings and fire giants symbiotically cohabitate in this medium sized community on the southwestern slope of one of the smaller mountains here. Fizdu Rockwaggle, an halfling of some means, offers a large ruby as reward to any who will act as escort and return his recently widowed daughter who lives in [[LOBRECO]] in Hex [[0701]].",,
13,20,,1320,,SEEG'SHA DO,1365832088,Ben Hannigan,[[SEEG'SHA DO]] Halfing fishing and farming village. Very friendly with [[BUTTER TOP]] (Hex [[1319]]) to the north as well as the otter-folk in Hex [[1220]].,,
14,01,,1401,,,1365841607,Brian Green,A haunted place known as the Valley of the Undying Crypts. Several small pyramids serve as entrances to deep underground crypts swarming with undead monsters.,,
14,02,,1402,,,1365847108,Claytonian JP,"A gathering of minor dieties (or kami) takes place at a pine temple in the middle of a flat valley. Humans are considered to be unclean here during this time, and will be driven out.",,
14,03,,1403,,,1365847725,Chris Tamm,Giant lava crabs creep around burning magma pools,,
14,04,,1404,,,1365847809,Harald Wagener,Prison palace for the Summer Pharaoh's family members.,,
14,05,,1405,,,1365862939,Josie Lindsey,"Guard checkpoint of the Army of the Summer Pharaoh; violent windstorms are frequent here and the outpost is adapted for it. Travelers will be checked, although hospitality and friendliness are attempted. When Sand Giants gather in Hex [[1406]] they can be seen from here.",,
14,06,,1406,,,1365863026,Josie Lindsey,Toward the SouthEast of this sandstorm-prone area the Sand Giant Ceremony of Gnashing and Wailing has been interrupted by a murder of Wyvern Horrors. Fight in progress.,,
14,07,,1407,,,1365863582,Josie Lindsey,A caravan taking an ill-advised route is caught in a sandstorm. Sand Goblins are moving in to loot.,,
14,08,,1408,,,1365868444,Kelvin Green,"In a shallow depression in the sand sits a cube of blue ice, a metre per side, that never shows any sign of melting, even in the most intense desert heat.",,
14,09,,1409,,UNI STILL,1365868642,Ramanan Sivaranjan,"[[UNI STILL]], a thriving Goblins village and citadel, is built upon and within the ruins of a large ancient Snake-men trading outpost. Underground catacombs stretch out for miles and miles in all directions,",,
14,10,,1410,,,1365868850,Josie Lindsey,"An ancient Snake-men building with many rooms and twisting hallways is haunted, and seems to change over time. The Goblins of [[UNI STILL]] Hex [[1409]] would like to use it but none seem to ever return.",,
14,11,,1411,,YEELA YAHUTA,1365869641,Ramanan Sivaranjan,"[[YEELA YAHUTA]] stands at the base of the great mountain in Hex [[1411]]. A legion of Iron Golems manage the city and its affairs, controlled by their queen, the sorceress Leila Lalia, who lives alone in a palace high atop the mountain.",,
14,12,,1412,,,1365871036,Ray Colina,"A woman in black enameled scale mail and an elfin sword, she's lovely but completely hairless and has a black tongue. This is Narotha, one of Othamagos' near successes (Hex [[1209]]). The willful Narotha left her creator's service long ago and is currently here on a bounty from the Hundred-Eye Shah in the east, for the Crow-men currently in Hex [[1312]], whom have eluded her with their diquise.",,
14,13,,1413,,,1365876958,Josie Lindsey,"Ancient roads of the Empire of the Snake-men still rise above the sand, and anyone straying from them will be attacked by predators from underneath. Dotting the landscape are old doors and foundations of buildings long worn away.",,
14,14,,1414,,,1365877031,Chris H,"A boy shepherds a flock of burrowing owls that scamper off, burrow, and return with something. They've been trained to hunt insects and smaller animals and to collect anything shiny or metal; there is a chance the boy may have collected something of great value.",,
14,15,,1415,,ACAMAPICHTLI,1365877566,Ramanan Sivaranjan,"Magical wards conceal and lock the solid gold doors that lead into [[ACAMAPICHTLI]], the majestic subterranean capital city of the long dead Snake-men. These are the only doors into the city, keeping that which destroyed the Snake-men trapped within.",,
14,16,,1416,,,1365879338,Josie Lindsey,"A freestanding door at the end of an ancient road is inscribed with runes that are the instructions for a ritual. If completed and the clay pot from Hex [[0408]] is used to open the door, an army of 333 Snake-men will emerge and begin marching Northwest. They will not enter their former capital city in Hex [[1415]], but will tell of many riches locked therein.",,
14,17,,1417,,,1365887285,Josie Lindsey,"The air is thick with sulfurous fumes as a relatively new volcano pulses lava steadily to the south. Lava Oozes break away from the stream to hunt, and twisted coal men capture slaves with tridents. Pieces of the a military outpost and armory of [[ACAMAPICHTLI]] Hex [[1415]] are buried amongst the rocks.",,
14,18,,1418,,,1365891821,Reece Carter,"A large river of lava runs through this hex. Goblins are here in crude gas masks trying to gather some of the lava in containers, it doesn't seem to be going well for them",,
14,19,,1419,,,1365893318,Chris H,"A man in an outrigger canoe is using a cormorant to fish, a young girl holds the end of the bird's leash; she's &quot;helping&quot;. Several manned fortifications are arrayed along each coast of this delta, each flies a different flag.",,
14,20,,1420,,,1365893798,Steve Sigety,"The fast-moving lava and fresh water from the river meet here offshore, creating spiral rock formations underwater. The cooled lava deposits are rich with rare minerals.",,
15,01,,1501,,,1365897549,Chris Tamm,"On a crumbling cliff of ash over a volcanic crater is a ancient skycar shell. While it looks like a burned out wreckage, crystal pods half buried contain intact wonder workers of the distant past<br />",,
15,02,,1502,,,1365908095,Ben Djarum,"Hidden in a valley is a 50 meter high monolith of smooth polished basalt. A coven of Crow-men perform strange rituals during the night of the new moon. During these rituals, a secret door opens into a mysterious realm and closes at dawn.",,
15,03,,1503,,,1365910587,Josie Lindsey,Hairless cave-bears with Gust of Wind breath and blind Goat-men fight anyone who attempts to cross these mountains. Fungus that helps resist heat and those that cause violent fevers grow together in the cracks.,,
15,04,,1504,,ABUL DHAIHAN,1365915185,Ben Djarum,"The Monastery of [[ABUL DHAIHAN]], A peaceful enclave of Goat Monks who worship the nameless desert goddess in Hex [[1505]] The monastery has been occupied by Qullan raiders.",,
15,05,,1505,,,1365915919,Mak H,"An immortal celestial being of radiant beauty descends here each night and walks slowly through the desert, finally disappearing into the rising sun. Any intelligent living creature who witnesses its passage will be filled with peace and incapable of taking any malicious or violent action until the celestial is out of sight.",,
15,06,,1506,,,1365928960,Ben Hannigan,"Within this hex there is a single 100 foot tall evergreen tree standing among the dunes. Standing at the base of the tree at mid-day every day for seven days and staring into the sun through the branches for one hour will permanently blind the observer, but also allow them to cast, once per day, a fireball spell, as a caster of one level less than the character (arcane casters can even scribe the spell into a spell book/scroll as if they had successfully researched it). They will also know one of the names of the sun (see Hex [[0319]]).",,
15,07,,1507,,,1365946641,Josie Lindsey,"In the Painted Dunes of Amaranaset-Sa the people of that name, who were once Mughali, wear the faces of the men they kill and hunt with trained birds and throwing swords. They will try to lead tough prey toward the nest of Wyvern Horrors in the North of this area.",,
15,08,,1508,,,1365947021,Josie Lindsey,"A merchant's cart with many hangers-on. They are mostly actors and mercenaries hired by one who has a magical great-axe hidden, with which he plans to chop down the tree in Hex [[1506]] and sell it to the Witch Queen Brevia in Hex [[0619]].",,
15,09,,1509,,,1365951966,Josie Lindsey,"At the bottom of a large dune the corpse of a Snake-man baby will tell of the future or past in the cracked voice of 1,000 years of doom to any casting shade upon it. At the top of the dune sits an old man in a loincloth, spinning a bullroar that will teleport those he is pleased with to their true goal; all who are teleported are changed in some way.",,
15,10,,1510,,,1365963720,Ben Djarum,A strange flock of white pygmy deer forage in the weeds along a dry riverbed. A two-headed boy sits on a rock and watches over them.,,
15,11,,1511,,,1365966448,Bennet Akkerman,"A pit covered with a withered carcass is filled with glassy grains of sand. These grains are actually eggs of a parasitic, flesh-boring crab-species, they will hatch if warm flesh comes in contact with them (After 5d6 days, an infested creature will feel compelled to dig a pit and lay over it).",,
15,12,,1512,,,1365974947,Ray Colina,"A man wearing a fine thawb and carrying a rune-inscribed, iron shod staff, marches along with his bodyguards, two dangerous looking An-An warriors (Hex [[0413]]), outcasts from their clan. He is returning from Hex [[1509]] where his future was foretold and his true goal denied. He is in no mood for conversation.",,
15,13,,1513,,,1365986987,Michael Raston,"Inexplicably a fountain is bubbling clean, fresh water in this hex, zombies shamble aimlessly around it. Water elementals below the fountain poison travelers with the fountain and use them as zombie slaves.",,
15,14,,1514,,,1365992829,Jacob Hurst,An upthrust of red sandstone rises 600 feet in the air. Harpies nest on and circle about it.,,
15,15,,1515,,,1365993947,James Young,"A crashed airship. Its cargo is silver ingots. Stirges and biting insects nest near the thin trickle of water which condenses against the ship's shiny skin. The flammable gas which once kept the ship afloat has seeped into the cargo hold, making voices high pitched, breath short and open flames dangerous.",,
15,16,,1516,,,1365995524,Ben Djarum,Some survivors from the crew of the crashed airship in Hex [[1515]] Their fire has attracted a group of Jackal-men.,,
15,17,,1517,,,1366004238,James Young,"Nothing but sand, cacti, and strange looping tracks made by sidewinders.",,
15,18,,1518,,,1366006579,Shoe Skogen,"A few huge snakenests, stretching all over with wee holes every five feet or so. There is also one traveller: a stowaway from the crashed airsihp in Hex [[1515]], all heatsick and dehydrated. If fed and cared for, she will share a night of wonderful storytelling, with hints at some of the desert's other mysteries.",,
15,19,,1519,,,1366006728,Brian Green,"An aerie of malevolent harpies inhabits the peaks of this mountain range, harrying any travelers in the surrounding low areas.",,
15,20,,1520,,,1366006768,James Young,"An unpredictable whirlpool opens sporadically in this hex. Cumulative 10% chance per hour that it opens up somewhere interesting. The An-An believe that it leads to the underworld, and float their dead and dying into it on kayaks made from mud and reeds.",,
16,01,,1601,,,1366011358,Chris H,Centuries of laborers toiling to bring ice down from the &quot;Old Men&quot; have packed and smoothed the snow covered earth in to a natural luge track. Daredevils risk yeti and ice troll attacks on the way up for the thrill of the miles long ride to the bottom.,,
16,02,,1602,,,1366029548,Josie Lindsey,"Shadowed by mountains part of the day and receiving rain from a weather fluke (see conditions in Hex [[1601]]), these few miles of scrubland are tended as the holy site of ~6ft intelligent mantises. They allow creatures to feed from it in controlled areas, but strictly regulate it's use and passage through it.",,
16,03,,1603,,,1366031080,Josie Lindsey,The pirate crew of a great wooden ship that can sail sand as if sea are stocking up on drinkable water and herbs at a tiny oasis just outside the domain of the Mantis-people (see Hex [[1602]]).,,
16,04,,1604,,,1366031393,Josie Lindsey,Corpses recently fallen from one of the many airships crashed elsewhere in the desert. Goat-men who want to search them are in a fight with natural scavengers.,,
16,05,,1605,,,1366032456,Josie Lindsey,"Sand, sun, the occasional cactus. Heat shimmer makes it very easy to get lost and go in circles here.",,
16,06,,1606,,,1366042714,Chris Tamm,Mantis-men driving cactus juggernaut in huge circles lost from [[1605]],,
16,07,,1607,,,1366042629,Ben Hannigan,"In a small, sheltered oasis, can be found a small, withered, blind and completely mad level 2 Goat-man warrior begging for alms. The flora in front of him is charred and blasted. He has spent a year under the tree in Hex [[1506]] and will cast fireball at any who refuse to donate.",,
16,08,,1608,,,1366043511,Ray Colina,"Half buried in the sands here is the Pyramid of The Serpent Headed Prophet. Though looted of its original treasures millennium ago, the pyramid, when it hasn't been forgotten under sands, has periodically served as base of operations for one group of undesirables or another, most recently, to a particularly bloodthirsty and brutally effective gang of bandits led by the nomad turned assassin, Kamal the Killer, who wields the deadly blade ""Spiller of the Silver Blood.""",,
16,09,,1609,,,1366052018,Josie Lindsey,"The Great Wyrm of Gloom, Techatnazl, burrows endlessly here, causing shifting sands, uncertain footing, and no end of sadness in the slave quarters of the far reaches of the Northern Outpost of the Great Empire of [[KARAKT-ZUL]] directly to the East. The Wyrm's gloom affects all in the neighboring areas except around the old man in Hex [[1509]].",,
16,10,,1610,,,1366056536,Chris H,"The abandoned kivas of a once thriving community, driven off along with all wildlife by the influence of Techatnazl in Hex [[1609]], are now used by smugglers, slavers, and other nefarious types. People rarely speak while here.",,
16,11,,1611,,,1366066159,Chris H,"Despite dire, but vague, warnings of doom, An-An are using the stones of an ancient ziggurat to build their village in its ever decreasing shadow. They are days from removing the stones imprisoning the forgotten demi-god Jaek Entep Ro &quot;The Phylactor&quot; from his treasure filled cell.",,
16,12,,1612,,,1366068720,Josie Lindsey,Slaves and great beasts pull a caravan from the Capitol of the Great Empire of [[KARAKT-ZUL]] in some hex to the SouthEast meeting a resupply caravan from the Northern Outpost in Some Hex to the NorthEast. They are on an exploratory trek to the Snake-man ruins to the West in Hexes [[1409]] - [[1415]] and [[1611]].,,
16,13,,1613,,,1366070822,Wayne Snyder,"A verdant oasis, lush with ripe fruits and fresh waters is nestled among the jagged black Cliffs of Bhat. Deep in the center of the pool a large metallic canister lies broken and leaking. Anyone eating or drinking here gains a random mutation in 1d4 days.",,
16,14,,1614,,,1366074672,Josie Lindsey,"An outer settlement beyond the furthest ring of slave hovels, this small village of [[KARAKT-ZUL]] loyalists take in the shivering wrecks who speak of a nonexistent mountain to the North and put them to work before the shock of the desert wears off.",,
16,15,,1615,,,1366074857,Wayne Snyder,A trail of fresh blood leads over the rocks and down into the ruins of an ancient well.,,
16,16,,1616,,,1366078342,Chris H,"A recent earthquake has created a long, narrow crevasse that has completely drained the oasis that once defined this area. At the center of the drained oasis is an unlocked hatch made of petrified bone.",,
16,17,,1617,,,1366080680,Chris H,"Local farmers drive long taps in to the cacti of this semi-arid scrubland to extract a naturally occurring liquor. The harpies in Hex [[1519]] conduct raids on the farms, flying off with bottles and kegs of the booze.",,
16,18,,1618,,,1366085061,Michael Raston,The peak of the highest mountain in this range has a flattened top with two 20 foot high ornate stone thrones. Disease filled clouds waft through the air.,,
16,19,,1619,,,1366086695,Josie Lindsey,"The Harpies of Hex [[1519]] and Aquatic Vampires that haunt the shore to the South allow violently colored plant creatures to compulsively style their hair and paint their faces, bringing any visitors to meet their &quot;Pretty Friends&quot;.",,
16,20,,1620,,,1366088122,James Young,Aquatic vampires use tightly woven parachute-like nets to bring air down into the underwater caves here. The caves contain a variety of warm-blooded men and beasts which have been brought here from the surface. The vampires keep them alive on a diet of local sealife and use them as a replenishing source of nourishment.,,
17,01,,1701,,,1366100341,Ed Hackett,"Didjeet, leader of a rogue faction of the Mantises from Hex [[1602]], has taken refuge here in the mountains after a failed coup d'̩tat over the elders. He believes the scrubland should be used for profit, while the elders merely police the land allowing outsiders to just take their water.",,
17,02,,1702,,,1366121419,Ramanan Sivaranjan,"A lone Iron Golem lays inert in the brush, part of a long forgotten expedition to the North. It can be reanimated if sufficient magical energy is expended in its presence, forever serving the first person it sees. Once awoken there is a 1 in 20 chance per week that the Sorcerer-Queen Leila Lalia of Hex [[1411]] will become aware of the creature and will send a battalion led by an Iron Golem to bring it back.",,
17,03,,1703,,,1366124304,Josie Lindsey,"Qullan raiders swarm around a great hive structure made from sand and spit. At the top, 30 ft up and growing, some of them emerge with wasps' wings and stingers. The Qullans of Hex [[1306]] and Hex [[1504]] came from this camp, but would find it much changed recently.",,
17,04,,1704,,,1366125001,Ed Hackett,"An underground lava flow from Hex [[1805]] has reached an oasis here. The waters have become fouled and undrinkable. However, it has become a very comfortable natural hot spring. It is often frequented by a group of samurai warriors (from a distant land) that originally disembarked from their ship at Hex [[1904]].",,
17,05,,1705,,SAROMATAE,1366125199,Ray Colina,"[[SAROMATAE]] Over two score years ago an army of Amazons attacked the Great Empire of [[KARAKT-ZUL]] and lost. Rather than return home in ignominious defeat, the surviving Amazons chose to wander the sands, eventually subsuming a tribe of An-An that had impressed them and settlling this village.",,
17,06,,1706,,,1366157010,Ben Djarum,Abandoned Watchtower. A 300 meter high tower rises from the dunes. 143 Desert Goblins have taken control of the tower and are armed with longbows. Their leader - a cruel Hobgoblin called Kargull has taken an Amazon princess from [[SAROMATAE]] (Hex [[1705]]) captive.,,
17,07,,1707,,,1366183439,Michael Raston,"One of the many, miles long Catacombs underneath [[UNI STILL]], in Hex [[1409]], opens up to the surface here. Supplies are transported from [[UNI STILL]] to the goblins in Hex [[1706]]. Undead Snake-men have to be periodically fought back to keep control of the passage.",,
17,08,,1708,,,1366232422,Josie Lindsey,Soldiers from [[KARAKT-ZUL]]'s northern outpost to the east meet a group of elites from the capital to the south. They are massing to slaughter the bandits in Hex [[1608]] but are losing morale from the Great Wyrm of Gloom in Hex [[1609]] .,,
17,09,,1709,,,1366232640,Chris H,"A raised, ancient but servicable road runs through the desert leading to Hex [[1708]] and Hex [[1709]]. Travel speed is greatly increased on the road but it is often used by armies on the march, many of which employ forcible conscription.",,
17,10,,1710,,,1366233159,Ray Colina,"The crumbling remains of very ancient palace. At night, undead shadows roam this place, despondently trying to reenact their lives, but passing of time and the influence of Techanazl in Hex [[1609]] have caused them to forget much of what living was, though not their hatred for those that still live.",,
17,11,,1711,,,1366235548,Dean Collins,Thousands of sandstone statues of human warriors poised for battle. All seem to show the same amount of aging as if they were placed there together.,,
17,12,,1712,,,1366238158,James Young,"A tribe of the An-An has been walking in circles in this hex for 40 days and 40 nights, cursed by their god.",,
17,13,,1713,,,1366239115,Ben Hannigan,An unoccupied waystation along the path from the Capital of the Great Empire of [[KARAKT-ZUL]] to the Northern Outpost provides shade and shelter for weary travellers.,,
17,14,,1714,,,1366239285,Ben Djarum,A group of Dwarven bandits are leaving [[KARAKT-ZUL]] (Hex [[1614]]) with a cart full of stolen contraband.,,
17,15,,1715,,,1366241396,Harald Wagener,"The derelict hangar where the airship that crashed in Hex [[1515]] on it's maiden journey was built by Aven Harbon, a mad technomancer. He has chosen this hex as a building site due to the special qualities of the quartz sand in the area. His aides are technolomancically uplifted sand goblins (roll on mutation tables, treat as mechanical improvements).",,
17,16,,1716,,,1366242146,Reece Carter,"A small hidden oasis is here, it has small trees and a nice river.<br />The entire area is actually a false image cast by a powerful wizard, he is trying to steal from weary travelers to make himself more powerful",,
17,17,,1717,,,1366242408,Shoe Skogen,"A small group (d6+2) of travellers has just gotten free of Hex [[1716]] and is heading toward a grove they've heard about in Hex [[1718]]. They tell the group about it, and how much they are looking forward to eating of the 'magical' fruit. They are led by a small, smug (talking) tabby kitten with a strange accent.",,
17,18,,1718,,,1366243200,Reece Carter,The trees here are full of fruit and only 45% are poisonous (1D4 damage and 1D6 temporary con damage),,
17,19,,1719,,,1366245235,Harald Wagener,"Scattered on the slopes of this volcano are hundreds of lava golems, frozen while it is inactive. When the volcano will be active again, the lava golems will return to an animated state and each day 1d10 will start roaming the lands randomly for a month. After that time they'll return to their home to 'freeze' again",,
17,20,,1720,,,1366245538,Ed Hackett,"A Greater Amphibious Scorpion makes its lair in a cave under the run-off of lava from Hex [[1719]]. (The Amphibious Scorpion is often sought for its carapace in the construction of various weapons/armour and most especially, the biologic variant of the Apparatus of Kwalish.)",,
18,01,,1801,,,1366246554,Michael Raston,"A group of anarchistic druids gather here to plot the release of the captive great dragon in Hex [[1301]], [[THE HALLS OF ASH AND FIRE]]. They want to see it's destructive power unleashed on all the desert.",,
18,02,,1802,,,1366249203,Ramanan Sivaranjan,"Hunters from [[GREIFENHORT]] search for the manticore Martyaxwar, rumoured to make its home in this scrubland. They are unaware that Martyaxwar stalks them, ever hungry for the flesh of humans.",,
18,03,,1803,,,1366253318,Jacob Hurst,"A beautiful forest once stood here only, but was eaten by the sands. The dead trees are filled with stirges.",,
18,04,,1804,,,1366253338,Jacob Hurst,Lava tubes carry lava from the volcano in [[1805]] to [[1704]]. The ruined glass forges of the Techno-Mage Zedek Riftfire can be found here but are still guarded by his army of glass golems.,,
18,05,,1805,,,1366253551,James Young,"Giant psychedelic mushrooms constantly shed hallucinogenic spores. Many creatures come here and trip out. Chance of having a bad trip, based on mental wellbeing of the individual. Those affected by the spores have a 1/100 of having a flashback on any given day for the rest of their lives.",,
18,06,,1806,,,1366254028,Steve Sigety,Ziggurat of the Cybergorgon Queen. 25% chance of encountering one of her robo-beastman patrols.,,
18,07,,1807,,,1366256051,Ed Hackett,Fire-breathing Goats can be found standing in the trees of this untended grove. They dine on the unripened fruits of the caplam trees (which can be harvested to make flammable oils). The goats are very protective of their feeding grounds.<br />Consuming the caplam fruit is inadvisable for non-goats.,,
18,08,,1808,,,1366256516,Ben Djarum,The Mountain of Sorrows The slopes of this mountain are where Death Monks perform sky burials for their holy chosen.,,
18,09,,1809,,,1366256588,James Young,Traders heading for [[ALIPAHL]] in their heavily guarded camel train. The camels are bastards.,,
18,10,,1810,,,1366257209,Ben Hannigan,"The Northern Outpost of The Great Empire of [[KARAKT-ZUL]] is here being laid siege to by a vast army of over 15,000 Ram-horned Marhaban warriors.",,
18,11,,1811,,,1366261838,Ian Burns,"In these broken lands lies aging, outcast prince covered only in a lion-skin cloak. He was once heir to the Great Empire of [[KARAKT-ZUL]], but was cast out when his father was cast out by a rioting mob on accusation of a sour bride.",,
18,11,,1811,,,1366262124,Mak H,"A mixed group of runaway slaves from the Great Empire of [[KARAKT-ZUL]] are hiding in the scrublands, gathering strength for a desperate push across the desert to freedom. They will do anything to avoid recapture.",,
18,12,,1812,,TEKHAT MAL,1366266209,Ben Hannigan,"The City of [[TEKHAT MAL]]. A great city within the Great Empire of [[KARAKT-ZUL]], famed for it's slave auctions and silvercraft. The half-ogre slave master, Gorun Tyr, will pay a kings ransom for the return of his property, the slaves hiding in Hex [[1811]].",,
18,13,,1813,,,1366269591,Chris H,"An army of sand goblins (50d6) disguised as cacti approach the city of [[TEKHAT MAL]] in Hex [[1812]], one steathly step at a time. Their plan is to sack the city and flee to their stronghold in Hex [[2013]]. The goblins must remove their disguises before they can attack (2 rounds to do this).",,
18,14,,1814,,,1366270067,Chris H,"A herd of wild camels, including a rare blue one, roam this area. Camels that have eaten their favorite treat, the desert radish, spit for d4 damage up to 30 feet.",,
18,15,,1815,,,1366270321,Chris H,Hundreds of Sandstone Elementals are hauling buckets of desert sand to the highest peak in Hex [[1916]]. They will not attack unless they are prevented from completing their seemingly never-ending task.,,
18,16,,1816,,,1366270537,Chris H,The tunneling of an Ant-men colony deep beneath the sands has freed d8 Pyrite Elementals that now patrol the Ant-men's abandoned tunnels. Dwarves in the party should be able to instantly recognize that the elementals are made of worthless &quot;fools gold&quot;; pity the group without a Dwarf in this instance.,,
18,17,,1817,,,1366271001,Zak Smith,"An underground complex here, accessed from a hatch beneath a statue of a giant insect-headed god contains ancient secrets and a passage into the heart of The City of [[TEKHAT MAL]] ( Hex [[1812]] )",,
18,18,,1818,,,1366271059,Harald Wagener,"This Mesa is roughly 1,200 feet high. From the skies it looks like a giant coffin. If you were to blow the lid off, you'd find a meticulously prepared resting place for a 300' high being, of which nothing is to be seen other than a 50'x50' bloodstain.",,
18,19,,1819,,SI'ASH FASS,1366271626,Ben Hannigan,"Hidden amongst the treacherous rocky shoreline to the northwest of this hex can be found the partially submerged ruins of the ancient Snake-man city of [[SI'ASH FASS]]. Once majestic, it is now mostly a navigation hazard.",,
18,20,,1820,,,1366272027,Chris H,D4 male sperm whales are violently competing for a harem of 2d10+12 females. Ships approaching within 200 feet of the whales will be treated as new competitors.,,
19,01,,1901,,,1366272651,Chris H,"A well camouflaged swamp bulette stalks this midge infested mire. In its belly_treasure_sack is a magical Brass Shovel 1d6+2 (no other effects), a magical Shield emblazoned with the image of Itztli (gives 1 point of damage reduction to melee/ranged attacks, Cleric or Fighter only), and a Wand of Metal Attraction ([[MU]]/IL/Bard only, once a day the wielder can activate the wand to pull a single metal object to him from up to 30 feet away, effect lasts as long as the wielder concentrates. If the object is held by an uncooperative party an opposed strength check at +4 is made, failure ends the effect)",,
19,02,,1902,,GREIFENHORT,1366294953,Harald Wagener,"[[GREIFENHORT]], a human city that specializes in taming wild animals and wilderness monsters. Griffin eggs will be bought for top money. The Greifenhorters believe the druids in [[1801]] to be crazy hippies, but don't know about their plan to free the dragon (or they might want to support their cause so they can try to tame it).",,
19,03,,1903,,,1366295713,Harald Wagener,"Very rocky ground causes movement of half speed, horses and mules must make save or be injured. 4 mountain lions on the prowl.",,
19,04,,1904,,,1366296958,Ed Hackett,"Samurai camp. These warriors have only recently arrived at the desert's edge and realize that they are poorly equipped for dealing with the desert. They can also be seen at Hex [[1704]] where they regularly bathe or anywhere between, making the trek.<br />The samurai are interested in trade or commerce that would get them some desert clothes and armour. They have plenty of high quality weaponry crafted in their far off homeland.",,
19,05,,1905,,,1366299232,Brian Green,"At the top of the mountain is an old fortress full of mummies, zombies, wraiths, and revenants. Every night at sunset they re-enact the last moments of a terrible battle that claimed their mortal lives.",,
19,06,,1906,,,1366299607,Ray Colina,"The An-An consider this place taboo and looking at the gloomy forest of towering, pale, molted mushroom and its undergrowth of virulent looking fungi, it's easy to see why. In addition to dangers that some of the very poisons fungi growing here provide, the place is teaming with fungal monsters of every stripe. One mushroom that grows here is popular with the aristocracy in [[TEKHAT MAL]] (Hex [[1812]]) for its mild but pleasant euphoric properties.",,
19,07,,1907,,,1366299914,Harald Wagener,"Lair of Charybda the sea hag. Nobody would go here if not for her beautiful daughters and mage-wise sons. It is said that if you woo the sea hag, she will share the secret of immortality with you.",,
19,08,,1908,,,1366305641,Kelvin Green,"A small boat bobs upon the waves, its sail ruined. Inside is a skeleton clad in bright red leather armour, clutching a scroll case. Inside that is a drawing of the mountains in Hex [[1909]].",,
19,09,,1909,,,1366312987,Ben Djarum,"The Port City of Seresan Built centuries ago, this enormous city is built into the mountains at the edge of the sea. Seven lighthouses rise from the mountain peaks to guide boats on the sometimes treacherous water. It is a bustling place of trade.",,
19,10,,1910,,,1366313057,Harald Wagener,These lush hills are home to a tribe of molemen.,,
19,11,,1911,,,1366313808,Ramanan Sivaranjan,"At the top of the mountain lays a long abandoned observatory, hidden by magic. One magical telescope allows one to view the surface of the moon, while the other allows one to view any Hex in the region.",,
19,12,,1912,,,1366314077,Josie Lindsey,"Slaves and indentured servants live in straw huts, trekking miles into [[TEKHAT MAL]] in Hex [[1812]] every day to work. Gravity is unstable in this area, and people will suddenly fly into the air, although most come down again and locals can usually predict where it will happen.",,
19,13,,1913,,,1366314973,Josie Lindsey,Military barracks and training grounds for the Northern Outpost of [[KARAKT-ZUL]] and the city of [[TEKHAT MAL]] . Rows and rows of tents.,,
